Campanha,Dia,Cidade (local geográfico),Tipo de campanha,Código da moeda,Cliques,Impr.,CTR,CPC médio,Custo,Conversões,Custo / conv.,Taxa de conv.
[download]Manutencao_Novembro,2021-11-14,Itabaianinha,App,BRL,1,3,"0,33","0,05","0,05",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Feira de Santana,App,BRL,2,91,"0,02","0,52","1,04",2,"0,52","1,00"
[download]Manutencao_Novembro,2021-11-17,Monteiro,App,BRL,2,8,"0,25","0,1","0,2",2,"0,1","1,00"
[download]Manutencao_Novembro,2021-11-12,Paulo Afonso,App,BRL,0,11,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Igarassu,App,BRL,0,32,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Timbaúba,App,BRL,1,12,"0,08","1,01","1,01",1,"1,01","1,00"
[download]Manutencao_Novembro,2021-11-26,Santo Antônio de Jesus,App,BRL,8,158,"0,05","0,43","3,41",5,"0,68","0,63"
[download]Manutencao_Novembro,2021-11-27,Timbaúba,App,BRL,0,8,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Timbaúba,App,BRL,0,8,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Tucuruí,App,BRL,0,41,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Cabo de Santo Agostinho,App,BRL,1,252,"0,00","0,17","0,17",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Seabra,App,BRL,0,10,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Rio Largo,App,BRL,0,48,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Teixeira de Freitas,App,BRL,0,162,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Teixeira de Freitas,App,BRL,2,154,"0,01","0,2","0,4",1,"0,4","0,50"
[download]Manutencao_Novembro,2021-11-28,Gravatá,App,BRL,1,69,"0,01","0,5","0,5",1,"0,5","1,00"
[download]BELO JARDIM/PE-Novembro,2021-11-21,Belo Jardim,App,BRL,27,453,"0,06","0,64","17,41",18,"0,97","0,67"
[download]Manutencao_Novembro,2021-11-28,Belo Jardim,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Garanhuns,App,BRL,4,143,"0,03","0,24","0,98",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Juazeiro,App,BRL,0,90,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Paudalho,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Ipirá,App,BRL,0,8,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Paulo Afonso,App,BRL,8,57,"0,14","0,3","2,39",7,"0,34","0,88"
[download]Manutencao_Novembro,2021-11-26,Guaratinguetá,App,BRL,6,203,"0,03","0,24","1,44",2,"0,72","0,33"
[download]Manutencao_Novembro,2021-11-17,Jequié,App,BRL,2,69,"0,03","0,35","0,7",1,"0,7","0,50"
[download]Manutencao_Novembro,2021-11-25,Cabo de Santo Agostinho,App,BRL,0,186,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Igarassu,App,BRL,0,15,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Monteiro,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Monteiro,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Igarassu,App,BRL,2,94,"0,02","0,2","0,41",1,"0,41","0,50"
[download]Manutencao_Novembro,2021-11-16,Senador Canedo,App,BRL,0,4,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Itapetinga,App,BRL,1,42,"0,02","0,15","0,15",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Rolândia,App,BRL,0,21,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Santana do Ipanema,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Pirassununga,App,BRL,0,33,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Simões Filho,App,BRL,7,139,"0,05","0,23","1,6",3,"0,53","0,43"
[download]Manutencao_Novembro,2021-11-30,Assú,App,BRL,0,35,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Candeias,App,BRL,4,49,"0,08","0,17","0,67",4,"0,17","1,00"
[download]Manutencao_Novembro,2021-11-18,Simão Dias,App,BRL,4,23,"0,17","0,42","1,67",3,"0,56","0,75"
[download]Manutencao_Novembro,2021-11-20,Santa Inês,App,BRL,1,26,"0,04","0,78","0,78",1,"0,78","1,00"
[download]Manutencao_Novembro,2021-11-15,Estância,App,BRL,1,9,"0,11","0,05","0,05",1,"0,05","1,00"
[download]Manutencao_Novembro,2021-11-23,Cascavel,App,BRL,2,27,"0,07","0,17","0,35",1,"0,35","0,50"
[download]Manutencao_Novembro,2021-11-29,Cascavel,App,BRL,6,50,"0,12","0,4","2,37",2,"1,19","0,33"
[download]Manutencao_Novembro,2021-11-14,Salto de Pirapora,App,BRL,0,39,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Toritama,App,BRL,0,8,"0,00",0,0,0,0,"0,00"
[download]Toritama/PE-Novembro,2021-11-04,Toritama,App,BRL,461,16509,"0,03","0,73","335,7",42,"7,99","0,09"
[download]Manutencao_Novembro,2021-11-18,Pilar,App,BRL,3,19,"0,16","0,12","0,37",1,"0,37","0,33"
[download]Manutencao_Novembro,2021-11-14,Irecê,App,BRL,3,18,"0,17","1,03","3,08",3,"1,03","1,00"
[download]Manutencao_Novembro,2021-11-22,Itanhaém,App,BRL,1,81,"0,01","0,1","0,1",1,"0,1","1,00"
[download]Manutencao_Novembro,2021-11-28,Iguatu,App,BRL,9,55,"0,16","0,26","2,38",3,"0,79","0,33"
[download]Manutencao_Novembro,2021-11-20,Cajazeiras,App,BRL,2,13,"0,15","0,37","0,73",2,"0,37","1,00"
[download]Manutencao_Novembro,2021-11-28,Cajazeiras,App,BRL,4,34,"0,12","0,39","1,57",3,"0,52","0,75"
[download]Manutencao_Novembro,2021-11-28,Propriá,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Taquaritinga,App,BRL,1,23,"0,04","0,08","0,08",0,0,"0,00"
[download]Toritama/PE-Novembro,2021-11-19,Toritama,App,BRL,29,704,"0,04","0,61","17,59",5,"3,52","0,17"
[download]Manutencao_Novembro,2021-11-13,Carpina,App,BRL,1,16,"0,06","1,61","1,61",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Itanhaém,App,BRL,0,74,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Itanhaém,App,BRL,1,88,"0,01","0,12","0,12",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Irecê,App,BRL,13,57,"0,23","0,36","4,68",11,"0,43","0,85"
[download]CARPINA/PE-Novembro,2021-11-28,Carpina,App,BRL,20,393,"0,05","0,59","11,81",12,"0,98","0,60"
[download]Vitória de Santo Antão/PE-Novembro,2021-11-22,Vitória de Santo Antão,App,BRL,40,1446,"0,03","0,51","20,43",18,"1,14","0,45"
[download]Vitória de Santo Antão/PE-Novembro,2021-11-28,Vitória de Santo Antão,App,BRL,25,435,"0,06","0,85","21,22",13,"1,63","0,52"
[download]Manutencao_Novembro,2021-11-25,Alagoinhas,App,BRL,11,122,"0,09","0,49","5,38",8,"0,67","0,73"
[download]Manutencao_Novembro,2021-11-26,Petrolina,App,BRL,2,269,"0,01","0,49","0,97",1,"0,97","0,50"
[download]Manutencao_Novembro,2021-11-14,Paulo Afonso,App,BRL,3,29,"0,10","1,88","5,64",3,"1,88","1,00"
[download]Manutencao_Novembro,2021-11-13,Araras,App,BRL,5,49,"0,10","1,65","8,27",3,"2,76","0,60"
[download]Manutencao_Novembro,2021-11-14,Santo Antônio de Jesus,App,BRL,0,39,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Araras,App,BRL,0,81,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Santo Antônio de Jesus,App,BRL,0,41,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Embu das Artes,App,BRL,1,75,"0,01","0,12","0,12",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Santa Rita,App,BRL,2,211,"0,01","0,3","0,59",2,"0,3","1,00"
[download]Manutencao_Novembro,2021-11-29,Araras,App,BRL,1,116,"0,01","0,46","0,46",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Patos,App,BRL,14,128,"0,11","0,33","4,67",10,"0,47","0,71"
[download]Manutencao_Novembro,2021-11-28,Garanhuns,App,BRL,3,115,"0,03","0,2","0,61",1,"0,61","0,33"
[download]Manutencao_Novembro,2021-11-26,Ipirá,App,BRL,5,17,"0,29","0,51","2,53",5,"0,51","1,00"
[download]Manutencao_Novembro,2021-11-22,Seabra,App,BRL,5,14,"0,36","0,29","1,46",4,"0,36","0,80"
[download]Manutencao_Novembro,2021-11-15,Paulista,App,BRL,1,78,"0,01","1,35","1,35",0,0,"0,00"
[download]BELO JARDIM/PE-Novembro,2021-11-03,Belo Jardim,App,BRL,14,238,"0,06","0,49","6,85",3,"2,28","0,21"
[download]BELO JARDIM/PE-Novembro,2021-11-27,Belo Jardim,App,BRL,29,535,"0,05","0,86","24,81",13,"1,91","0,45"
[download]Abreu e Lima/PE-Novembro,2021-11-25,Abreu e Lima,App,BRL,21,1392,"0,02","0,94","19,83",6,"3,31","0,29"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-15,Santa Cruz do Capibaribe,App,BRL,61,988,"0,06","0,63","38,36",19,"2,02","0,31"
[download]Manutencao_Novembro,2021-11-13,Feira de Santana,App,BRL,3,65,"0,05","0,55","1,65",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Picos,App,BRL,3,58,"0,05","0,87","2,61",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Embu das Artes,App,BRL,0,121,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-16,Aracaju,App,BRL,9,379,"0,02","0,83","7,45",3,"2,48","0,33"
[download]Manutencao_Novembro,2021-11-18,Garanhuns,App,BRL,0,85,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Jequié,App,BRL,2,182,"0,01","0,17","0,33",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Lorena,App,BRL,0,17,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Aracaju,App,BRL,10,326,"0,03","0,24","2,41",2,"1,2","0,20"
[download]Manutencao_Novembro,2021-11-24,Tucuruí,App,BRL,1,61,"0,02","0,7","0,7",1,"0,7","1,00"
[download]Manutencao_Novembro,2021-11-22,Igarassu,App,BRL,4,93,"0,04","0,1","0,41",2,"0,2","0,50"
[download]Manutencao_Novembro,2021-11-25,Bezerros,App,BRL,0,43,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Senador Canedo,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Moreno,App,BRL,1,3,"0,33","0,1","0,1",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Belo Jardim,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Jandira,App,BRL,0,103,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Paulista,App,BRL,4,425,"0,01","0,25","1,01",1,"1,01","0,25"
[download]Manutencao_Novembro,2021-11-30,Vinhedo,App,BRL,0,35,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Leme,App,BRL,1,57,"0,02","0,21","0,21",1,"0,21","1,00"
[download]Manutencao_Novembro,2021-11-17,Arapiraca,App,BRL,6,183,"0,03","0,41","2,48",1,"2,48","0,17"
[download]Manutencao_Novembro,2021-11-27,Arapiraca,App,BRL,17,354,"0,05","0,34","5,72",11,"0,52","0,65"
[download]Manutencao_Novembro,2021-11-14,Nossa Senhora do Socorro,App,BRL,3,38,"0,08","0,33","0,99",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Caruaru,App,BRL,3,209,"0,01","0,53","1,6",1,"1,6","0,33"
[download]Manutencao_Novembro,2021-11-16,Bom Jesus da Lapa,App,BRL,0,13,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Goiânia,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Bom Jesus da Lapa,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Queimadas,App,BRL,1,5,"0,20","0,75","0,75",1,"0,75","1,00"
[download]Manutencao_Novembro,2021-11-17,Rolândia,App,BRL,0,13,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Santa Cruz do Capibaribe,App,BRL,0,12,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Itapevi,App,BRL,3,133,"0,02","0,18","0,54",1,"0,54","0,33"
[download]Manutencao_Novembro,2021-11-18,Araripina,App,BRL,11,23,"0,48","0,45",5,8,"0,62","0,73"
[download]Manutencao_Novembro,2021-11-20,Jacobina,App,BRL,2,31,"0,06","0,29","0,59",1,"0,59","0,50"
[download]Manutencao_Novembro,2021-11-17,Icó,App,BRL,1,32,"0,03","0,11","0,11",1,"0,11","1,00"
[download]Manutencao_Novembro,2021-11-20,Currais Novos,App,BRL,0,52,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Currais Novos,App,BRL,0,41,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Escada,App,BRL,2,41,"0,05","0,25","0,49",1,"0,49","0,50"
[download]Manutencao_Novembro,2021-11-25,Dias d'Ávila,App,BRL,1,42,"0,02","0,1","0,1",1,"0,1","1,00"
[download]Manutencao_Novembro,2021-11-20,Farroupilha,App,BRL,0,23,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Serra Talhada,App,BRL,10,92,"0,11","0,43","4,28",6,"0,71","0,60"
[download]Manutencao_Novembro,2021-11-15,Lagarto,App,BRL,5,22,"0,23","0,61","3,04",3,"1,01","0,60"
[download]Manutencao_Novembro,2021-11-20,Lagarto,App,BRL,19,54,"0,35","0,44","8,27",16,"0,52","0,84"
[download]Manutencao_Novembro,2021-11-27,Senhor do Bonfim,App,BRL,0,26,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Senhor do Bonfim,App,BRL,0,23,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Bom Jesus da Lapa,App,BRL,0,38,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Itapetinga,App,BRL,2,37,"0,05","0,27","0,54",1,"0,54","0,50"
[download]Manutencao_Novembro,2021-11-24,Santana do Ipanema,App,BRL,1,36,"0,03","0,09","0,09",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Simões Filho,App,BRL,2,165,"0,01","3,34","6,67",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Candeias,App,BRL,1,14,"0,07","0,37","0,37",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Escada,App,BRL,1,29,"0,03","0,26","0,26",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Escada,App,BRL,0,30,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Iguatu,App,BRL,8,95,"0,08","0,45","3,58",6,"0,6","0,75"
[download]Manutencao_Novembro,2021-11-12,Sousa,App,BRL,0,9,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-21,Pojuca,App,BRL,3,7,"0,43","0,45","1,35",2,"0,67","0,67"
[download]Manutencao_Novembro,2021-11-24,Sousa,App,BRL,7,53,"0,13","0,34","2,4",3,"0,8","0,43"
[download]Manutencao_Novembro,2021-11-13,Toritama,App,BRL,0,5,"0,00",0,0,0,0,"0,00"
[download]Toritama/PE-Novembro,2021-11-18,Toritama,App,BRL,52,1000,"0,05","0,74","38,52",11,"3,5","0,21"
[download]Manutencao_Novembro,2021-11-14,Carpina,App,BRL,2,23,"0,09","0,04","0,07",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Itanhaém,App,BRL,0,84,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-30,Escada,App,BRL,1,11,"0,09","0,41","0,41",1,"0,41","1,00"
[download]Manutencao_Novembro,2021-11-16,Pojuca,App,BRL,2,6,"0,33","0,31","0,62",2,"0,31","1,00"
[download]Manutencao_Novembro,2021-11-24,Salto de Pirapora,App,BRL,4,22,"0,18","0,46","1,82",3,"0,61","0,75"
[download]Manutencao_Novembro,2021-11-19,Alagoinhas,App,BRL,14,69,"0,20","0,4","5,63",11,"0,51","0,79"
[download]Manutencao_Novembro,2021-11-19,Feira de Santana,App,BRL,1,451,"0,00","0,07","0,07",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Brumado,App,BRL,2,47,"0,04","0,44","0,88",2,"0,44","1,00"
[download]Manutencao_Novembro,2021-11-15,Itabaianinha,App,BRL,1,4,"0,25","0,31","0,31",1,"0,31","1,00"
[download]Manutencao_Novembro,2021-11-23,Petrolina,App,BRL,3,262,"0,01","0,33","0,98",1,"0,98","0,33"
[download]Manutencao_Novembro,2021-11-19,Monteiro,App,BRL,4,12,"0,33","0,13","0,53",4,"0,13","1,00"
[download]Manutencao_Novembro,2021-11-21,Paulo Afonso,App,BRL,7,48,"0,15","0,33","2,33",7,"0,33","1,00"
[download]Manutencao_Novembro,2021-11-21,Monteiro,App,BRL,3,12,"0,25","0,64","1,92",3,"0,64","1,00"
[download]Manutencao_Novembro,2021-11-29,Igarassu,App,BRL,1,87,"0,01","0,03","0,03",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Embu das Artes,App,BRL,0,179,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-24,Santa Rita,App,BRL,3,197,"0,02","0,12","0,35",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Santo Antônio de Jesus,App,BRL,5,131,"0,04","0,21","1,03",2,"0,51","0,40"
[download]Manutencao_Novembro,2021-11-15,Araras,App,BRL,0,52,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Santo Antônio de Jesus,App,BRL,4,150,"0,03","0,32","1,26",3,"0,42","0,75"
[download]Manutencao_Novembro,2021-11-29,Pirassununga,App,BRL,1,72,"0,01","0,17","0,17",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Ipirá,App,BRL,2,8,"0,25","0,57","1,13",2,"0,57","1,00"
[download]Manutencao_Novembro,2021-11-23,Patos,App,BRL,17,145,"0,12","0,29","5,01",12,"0,42","0,71"
[download]Manutencao_Novembro,2021-11-16,Teixeira de Freitas,App,BRL,5,79,"0,06","0,59","2,97",3,"0,99","0,60"
[download]Manutencao_Novembro,2021-11-24,Caicó,App,BRL,6,42,"0,14","0,28","1,66",3,"0,55","0,50"
[download]Manutencao_Novembro,2021-11-30,Catu,App,BRL,0,15,"0,00",0,0,0,0,"0,00"
[download]Abreu e Lima/PE-Novembro,2021-11-26,Abreu e Lima,App,BRL,18,1051,"0,02","1,13","20,33",11,"1,85","0,61"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-16,Santa Cruz do Capibaribe,App,BRL,52,860,"0,06","0,72","37,62",20,"1,88","0,38"
[download]Santa Cruz do Capibaribe/PE-Novembro,2021-11-21,Santa Cruz do Capibaribe,App,BRL,50,1372,"0,04","0,76","38,24",15,"2,55","0,30"
[download]Manutencao_Novembro,2021-11-23,Estância,App,BRL,6,78,"0,08","0,4","2,39",4,"0,6","0,67"
[download]Manutencao_Novembro,2021-11-30,Estância,App,BRL,4,43,"0,09","0,54","2,15",3,"0,72","0,75"
[download]Manutencao_Novembro,2021-11-16,Feira de Santana,App,BRL,2,206,"0,01","1,12","2,24",2,"1,12","1,00"
[download]Manutencao_Novembro,2021-11-23,Brumado,App,BRL,1,35,"0,03","0,03","0,03",1,"0,03","1,00"
[download]Manutencao_Novembro,2021-11-26,Alagoinhas,App,BRL,8,71,"0,11","0,42","3,33",5,"0,67","0,63"
[download]Manutencao_Novembro,2021-11-17,Petrolina,App,BRL,1,189,"0,01","1,22","1,22",1,"1,22","1,00"
[download]Manutencao_Novembro,2021-11-29,Santa Rita,App,BRL,3,228,"0,01","0,23","0,69",1,"0,69","0,33"
[download]Manutencao_Novembro,2021-11-23,Timbaúba,App,BRL,0,16,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Jequié,App,BRL,1,119,"0,01","0,05","0,05",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Tucuruí,App,BRL,0,18,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-19,Lorena,App,BRL,2,99,"0,02","0,35","0,7",2,"0,35","1,00"
[download]Manutencao_Novembro,2021-11-30,Bezerros,App,BRL,0,27,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Teixeira de Freitas,App,BRL,6,125,"0,05","0,44","2,63",2,"1,31","0,33"
[download]Manutencao_Novembro,2021-11-21,Gravatá,App,BRL,0,40,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Eunápolis,App,BRL,5,65,"0,08","0,08","0,4",1,"0,4","0,20"
[download]Manutencao_Novembro,2021-11-18,Caicó,App,BRL,2,32,"0,06","0,88","1,75",2,"0,88","1,00"
[download]Manutencao_Novembro,2021-11-16,Garanhuns,App,BRL,1,64,"0,02","0,27","0,27",1,"0,27","1,00"
[download]Manutencao_Novembro,2021-11-26,Açu,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Serrinha,App,BRL,9,71,"0,13","0,52","4,65",7,"0,66","0,78"
[download]Manutencao_Novembro,2021-11-21,Leme,App,BRL,1,42,"0,02","0,26","0,26",1,"0,26","1,00"
[download]Manutencao_Novembro,2021-11-17,Madre de Deus,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Aparecida,App,BRL,0,8,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Santa Rita,App,BRL,6,205,"0,03","0,25","1,52",1,"1,52","0,17"
[download]Manutencao_Novembro,2021-11-18,Nossa Senhora do Socorro,App,BRL,3,179,"0,02","0,27","0,8",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Vitória de Santo Antão,App,BRL,0,4,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-23,Lagarto,App,BRL,22,92,"0,24","0,31","6,73",13,"0,52","0,59"
[download]Manutencao_Novembro,2021-11-25,Lagarto,App,BRL,22,105,"0,21","0,36","7,95",18,"0,44","0,82"
[download]Manutencao_Novembro,2021-11-29,Queimadas,App,BRL,1,2,"0,50","0,92","0,92",1,"0,92","1,00"
[download]Manutencao_Novembro,2021-11-30,Santa Cruz do Capibaribe,App,BRL,5,43,"0,12","0,21","1,06",4,"0,26","0,80"
[download]Manutencao_Novembro,2021-11-14,Itapevi,App,BRL,6,76,"0,08","1,08","6,48",1,"6,48","0,17"
[download]Manutencao_Novembro,2021-11-24,Farroupilha,App,BRL,0,19,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Santana do Ipanema,App,BRL,0,21,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Icó,App,BRL,0,10,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-28,Cruz das Almas,App,BRL,1,7,"0,14","0,38","0,38",1,"0,38","1,00"
[download]Manutencao_Novembro,2021-11-19,Itabaiana,App,BRL,12,46,"0,26","0,54","6,46",11,"0,59","0,92"
[download]Manutencao_Novembro,2021-11-20,Itabaiana,App,BRL,19,35,"0,54","0,39","7,47",17,"0,44","0,89"
[download]Manutencao_Novembro,2021-11-27,Farroupilha,App,BRL,0,28,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Lagarto,App,BRL,0,10,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-27,Bom Jesus da Lapa,App,BRL,0,14,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-29,Tobias Barreto,App,BRL,20,88,"0,23","0,44","8,85",13,"0,68","0,65"
[download]Manutencao_Novembro,2021-11-20,Itaberaba,App,BRL,2,16,"0,13","0,51","1,02",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-14,Cruz das Almas,App,BRL,0,2,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Simões Filho,App,BRL,4,150,"0,03","0,31","1,26",2,"0,63","0,50"
[download]Manutencao_Novembro,2021-11-25,Salgueiro,App,BRL,3,34,"0,09","0,32","0,96",3,"0,32","1,00"
[download]Manutencao_Novembro,2021-11-26,Estância,App,BRL,13,56,"0,23","0,25","3,2",7,"0,46","0,54"
[download]Manutencao_Novembro,2021-11-27,Estância,App,BRL,14,59,"0,24","0,13","1,87",9,"0,21","0,64"
[download]Manutencao_Novembro,2021-11-19,Catolé do Rocha,App,BRL,0,3,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Propriá,App,BRL,0,14,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-26,Sousa,App,BRL,4,43,"0,09","0,37","1,47",3,"0,49","0,75"
[download]Manutencao_Novembro,2021-11-17,Carpina,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Pilar,App,BRL,0,2,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-20,Irecê,App,BRL,11,24,"0,46","0,52","5,7",8,"0,71","0,73"
[download]Manutencao_Novembro,2021-11-30,Itanhaém,App,BRL,2,60,"0,03","0,21","0,42",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-12,Penedo,App,BRL,1,10,"0,10","0,85","0,85",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-15,Catolé do Rocha,App,BRL,0,6,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-13,Iguatu,App,BRL,1,15,"0,07","0,28","0,28",1,"0,28","1,00"
[download]Manutencao_Novembro,2021-11-27,Sousa,App,BRL,1,37,"0,03","0,77","0,77",1,"0,77","1,00"
[download]Manutencao_Novembro,2021-11-17,Cascavel,App,BRL,0,21,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-25,Cascavel,App,BRL,0,23,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Barreiras,App,BRL,0,1,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-22,Pilar,App,BRL,0,27,"0,00",0,0,0,0,"0,00"
[download]Manutencao_Novembro,2021-11-17,Feira de Santana,App,BRL,2,243,"0,01","0,3","0,6",0,0,"0,00"
[download]Manutencao_Novembro,2021-11-18,Petrolina,App,BRL,5,223,"0,02","0,44","2,22",1,"2,22","0,20"
