Nome da campanha,Nome do conjunto de anúncios,Dia,Idade,Status de veiculação,Nível de veiculação,Nome da campanha,Tipo de resultado,Resultados,Alcance,Impressões,Valor gasto (BRL),Custo por resultado,Frequência,Cliques no link únicos,Cliques (todos),CTR único (taxa de cliques no link),CTR (taxa de cliques no link),Instalações do aplicativo,Custo por instalação de aplicativo,Ativações de aplicativos,Ativações do aplicativo únicas,Custo por ativação de aplicativo,Custo por ativação do aplicativo única,Início dos relatórios,Término dos relatórios
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-03,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,70,32,,0,2021-12-03,2021-12-03
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-02,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,78,40,,0,2021-12-02,2021-12-02
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-02,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,86,48,,0,2021-12-02,2021-12-02
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-02,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,140,52,,0,2021-12-02,2021-12-02
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-02,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,82,40,,0,2021-12-02,2021-12-02
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-02,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,70,20,,0,2021-12-02,2021-12-02
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-02,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,111,24,,0,2021-12-02,2021-12-02
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-02,45-54,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,4,,,,2021-12-02,2021-12-02
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-01,45-54,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,26,20,,0,2021-12-01,2021-12-01
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-01,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,1160,524,,0,2021-12-01,2021-12-01
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-01,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,955,448,,0,2021-12-01,2021-12-01
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-01,45-54,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,23,8,,0,2021-12-01,2021-12-01
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-01,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,699,276,,0,2021-12-01,2021-12-01
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-01,25-34,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,1232,528,,0,2021-12-01,2021-12-01
Traffic||Branding geral||Novembro,QD_Produtos||All_cities||traffic,2021-12-01,18-24,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,873,416,,0,2021-12-01,2021-12-01
Traffic||Branding geral||Novembro,QD_Vantagens ||All_cities||traffic,2021-12-01,35-44,completed,adset,Traffic||Branding geral||Novembro,,,0,0,0.00,,0,,0,0,,,,572,252,,0,2021-12-01,2021-12-01
